image_path,arm_type,label
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_118.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_119.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_120.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_121.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_122.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_123.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_124.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_125.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_126.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_127.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_128.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_129.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_130.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_131.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_132.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_133.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_134.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_135.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_136.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_137.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_138.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_139.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_140.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_141.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_142.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_143.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_144.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_145.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_146.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_147.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_148.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_149.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_150.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_151.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_152.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_153.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_154.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_155.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_156.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_157.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_158.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_159.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_160.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_161.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_162.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_163.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_164.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_165.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_166.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_167.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_168.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_169.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_170.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_171.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_172.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_173.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_174.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_175.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_176.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_177.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_178.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_179.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_180.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_181.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_182.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_183.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_184.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_185.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_186.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_187.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_188.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_189.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_190.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_191.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_192.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_193.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_194.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_195.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_196.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_197.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_198.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_199.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_200.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_201.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_202.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_203.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_204.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_205.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_206.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_207.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_208.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_209.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_210.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_211.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_212.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_213.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_214.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_215.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_216.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_217.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_218.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_219.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_220.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_221.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_222.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_223.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_224.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_225.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_226.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_227.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_228.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_229.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_230.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_231.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_232.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_233.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_234.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_235.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_236.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_237.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_238.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_239.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_240.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_241.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_242.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_243.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_244.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_245.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_246.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_247.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_248.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_249.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_250.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_251.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_252.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_253.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_254.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_255.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_256.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_257.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_258.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_259.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_260.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_261.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_262.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_263.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_264.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_265.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_266.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_267.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_268.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_269.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_270.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_271.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_272.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_273.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_274.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_275.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_276.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_277.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_278.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_279.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_280.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_281.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_282.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_283.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_284.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_285.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_286.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_287.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_288.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_289.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_290.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_291.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_292.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_293.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_294.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_295.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_296.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_297.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_298.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_299.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_300.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_301.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_302.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_303.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_304.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_305.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_306.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_307.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_308.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_309.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_310.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_311.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_312.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_313.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_314.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_315.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_316.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_317.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_318.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_319.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_320.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_321.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_322.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_323.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_324.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_325.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_326.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_327.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_328.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_329.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_330.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_331.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_332.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_333.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_334.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_335.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_336.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_337.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_338.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_339.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_340.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_341.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_342.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_343.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_344.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_345.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_346.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_347.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_348.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_349.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_350.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_351.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_352.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_353.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_354.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_355.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_356.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_357.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_358.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_359.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_360.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_361.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_362.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_363.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_364.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_365.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_366.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_367.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_368.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_369.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_370.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_371.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_372.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_373.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_374.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_375.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_376.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_377.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_378.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_379.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_380.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_381.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_382.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_383.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_384.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_385.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_386.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_387.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_388.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_389.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_390.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_391.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_392.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_393.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_394.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_395.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_396.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_397.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_398.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_399.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_400.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_401.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_402.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_403.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_404.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_405.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_406.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_407.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_408.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_409.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_410.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_411.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_412.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_413.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_414.jpg,left,legal
